descs	scores
claims on the datasets is questionable [SEP] rebuttal_concede-criticism [SEP] (a) Thanks for catching this. Indeed this was due to a bug in the toy regression experiment which we have fixed now.	0.4513761585479028
claims on the datasets is questionable [SEP] rebuttal_structuring [SEP] We believe that this is the Reviewer 1's core question so would like to justify our results more in detail in this response and try to convince the Reviewer.	0.3508773619358619
claims on the datasets is questionable [SEP] rebuttal_structuring [SEP] * It looks like all the results are given on the test set. Did you not do any tuning on the validation data?	0.649122638064138
"Incorrect assumptions as compared to related work [SEP] rebuttal_answer [SEP] Even if they did show these convincingly, it is not obvious to me that it is valuable."", we have performed the same experiments on more iterations such that we clearly see that baseline stay separate."	0.3508773619358619
Incorrect assumptions as compared to related work [SEP] rebuttal_answer [SEP] We understand the limitations of MacKay's analysis, which was presented to give a rough theoretical comparison point to our empirical evaluation.	0.649122638064138
"Incorrect assumptions as compared to related work [SEP] rebuttal_structuring [SEP] Concerning the point "" It is not even clear that the final compression of the baselines would not be better."	0.3508773619358619
Incorrect assumptions as compared to related work [SEP] rebuttal_structuring [SEP] Please check Table 3 in the revision.	0.649122638064138
design choices are questionable [SEP] rebuttal_concede-criticism [SEP] We apologize for unclear description of experimental settings.	0.3508773619358619
design choices are questionable [SEP] rebuttal_concede-criticism [SEP] If the reviewers feel strongly, we can move it to appendix, however we feel it helps to provide a complete picture.	0.649122638064138
design choices are questionable [SEP] rebuttal_structuring [SEP] Please refer to Table 3 and Appendix C.4 for updated comparison results.	0.1334172456785002
design choices are questionable [SEP] rebuttal_structuring [SEP] 1) Intuition about the improvement	0.1712191370351586
design choices are questionable [SEP] rebuttal_structuring [SEP] Next, we address the question regarding the gradient update types.	0.2439874587384383
design choices are questionable [SEP] rebuttal_structuring [SEP] See Figure.7 in updated Appendix C.2.	0.4513761585479028
design choices are questionable [SEP] rebuttal_done [SEP] We have addressed your concern about the baseline models and learning rate schedules in our updated paper.	0.3508773619358619
design choices are questionable [SEP] rebuttal_done [SEP] We added an illustrative example in the introduction to give an intuitive understanding of invariance, stability and their relationship.	0.649122638064138
correctness of experiments is questionable [SEP] rebuttal_structuring [SEP] Comment: The paper does not provide any quantitatively convincing results	0.3508773619358619
correctness of experiments is questionable [SEP] rebuttal_structuring [SEP] Comment: One of the problems highlighted in the paper regarding existing	0.649122638064138
Incomplete ablation in terms of tables and figures [SEP] rebuttal_concede-criticism [SEP] We apologize for unclear description of experimental settings.	0.1975795937322861
"Incomplete ablation in terms of tables and figures [SEP] rebuttal_concede-criticism [SEP] About the significance of score differences, we agree that it needs more details and comparisons, it was also noted by ""AnonReviewer1"" and we should make alternative tests to scale or give a few more references to the benchmark."	0.2815511087403978
Incomplete ablation in terms of tables and figures [SEP] rebuttal_concede-criticism [SEP] (a) Thanks for catching this. Indeed this was due to a bug in the toy regression experiment which we have fixed now.	0.5208692975273159
Incomplete ablation in terms of tables and figures [SEP] rebuttal_answer [SEP] We discuss this point at the bottom of page 4 after equation 6 and will further clarify.	0.1334172456785001
Incomplete ablation in terms of tables and figures [SEP] rebuttal_answer [SEP] We have presented results for addition and factorization in the main body of the paper, but refer to readers of the paper to the appendix where we have included a larger set of results.	0.1712191370351586
Incomplete ablation in terms of tables and figures [SEP] rebuttal_answer [SEP] We have updated these tables so that the numbers are computed from the same model, rather than separate training runs.	0.2439874587384383
Incomplete ablation in terms of tables and figures [SEP] rebuttal_answer [SEP] 2. In appendix B.2 of the paper, we have added the convergence plot for all methods on the CIFAR data sets.	0.4513761585479028
Incomplete ablation in terms of tables and figures [SEP] rebuttal_done [SEP] -Thanks! This was indeed an error, which we’ve corrected in the updated draft.	0.0781068773141067
Incomplete ablation in terms of tables and figures [SEP] rebuttal_done [SEP] To avoid confusing, we use different colors for them and explained that in the figure.	0.0913848418340474
Incomplete ablation in terms of tables and figures [SEP] rebuttal_done [SEP] We added this clarification to Section 3.4.	0.1108039684446293
Incomplete ablation in terms of tables and figures [SEP] rebuttal_done [SEP] We have fixed all the typos as suggested in the revised version.	0.1421984327951225
Incomplete ablation in terms of tables and figures [SEP] rebuttal_done [SEP] Please see the (updated) last paragraph of Section 5, which explains this comparison in detail.	0.2026331680715508
Incomplete ablation in terms of tables and figures [SEP] rebuttal_done [SEP] We rewrote the caption for Fig. 4.	0.3748727115405428
Correctness of algorithm proposed is questionable [SEP] rebuttal_concede-criticism [SEP] We focus on simpler domains to provide proof-of-concept results as the first step on this direction.	0.04080177759611
Correctness of algorithm proposed is questionable [SEP] rebuttal_concede-criticism [SEP] Thanks for pointing out this.	0.0446552480567715
Correctness of algorithm proposed is questionable [SEP] rebuttal_concede-criticism [SEP] A1: Thanks for pointing this out.	0.0493998377992478
Correctness of algorithm proposed is questionable [SEP] rebuttal_concede-criticism [SEP] It appears that our choice of the title may have resulted in the reviewer qualifying our paper as a form of false advertising.	0.0553983625149924
Correctness of algorithm proposed is questionable [SEP] rebuttal_concede-criticism [SEP] We apologize for the confusions in Section 3.1.	0.0632464454201133
Correctness of algorithm proposed is questionable [SEP] rebuttal_concede-criticism [SEP] 1. You are right.	0.0739983405612589
Correctness of algorithm proposed is questionable [SEP] rebuttal_concede-criticism [SEP] (Bounds of KL divergence) Thank you for this good comment.	0.0897230222209655
Correctness of algorithm proposed is questionable [SEP] rebuttal_concede-criticism [SEP] Having said that, we acknowledge that more agility to, at least, discover that early on would be beneficial.	0.1151446465888704
Correctness of algorithm proposed is questionable [SEP] rebuttal_concede-criticism [SEP] We acknowledge that the text of the paper can be improved to explain better why splits with lower #rhs/lhs are generally harder than those with higher #rhs/lhs, and we thank R1 for pointing this	0.1640813531677918
Correctness of algorithm proposed is questionable [SEP] rebuttal_concede-criticism [SEP] See our response to Shengyang Sun’s comment below.	0.3035509660738781
Correctness of algorithm proposed is questionable [SEP] rebuttal_summary [SEP] This supplementary material contains code to replicate all figures but also additional experiments to test the effect of the different parameters.	0.3508773619358619
Correctness of algorithm proposed is questionable [SEP] rebuttal_summary [SEP] In addition to our brief overview, you could also find a very neatly detailed summarization of our method in reviewer 2’s comments (paragraphs 1-4).	0.649122638064138
Correctness of algorithm proposed is questionable [SEP] rebuttal_answer [SEP] All our theory can be easily generalized to this setting using almost identical argument, which can also address your concerns on this issue.	0.0362423289050409
Correctness of algorithm proposed is questionable [SEP] rebuttal_answer [SEP] We want to however draw the reviewer’s attention to the ablation study and figure 5, if they were accidentally missed in the first reading.	0.0393229085776574
Correctness of algorithm proposed is questionable [SEP] rebuttal_answer [SEP] Through this process, their respective strengths, weaknesses as well as biases can be most easily revealed (see figures in the appendix).	0.0430367252494965
Correctness of algorithm proposed is questionable [SEP] rebuttal_answer [SEP] Instead, we focus on a single idea, and show that it can be applied very broadly.	0.047609371449088
Correctness of algorithm proposed is questionable [SEP] rebuttal_answer [SEP] We tried this path, but soon realized we would not be done in time (especially with a hyperparameter search).	0.0533905157550535
Correctness of algorithm proposed is questionable [SEP] rebuttal_answer [SEP] Still, we pursued two directions.	0.0609541973803305
Correctness of algorithm proposed is questionable [SEP] rebuttal_answer [SEP] However, we didn’t present the micro-benchmark results in this paper due to the space limit.	0.0713164650418791
Correctness of algorithm proposed is questionable [SEP] rebuttal_answer [SEP] (2) The logic has been well-utilized and verified in the image-translation domain. Again please see the details in the answer to the last question.	0.0864713115823742
Correctness of algorithm proposed is questionable [SEP] rebuttal_answer [SEP] Instead, we feel the more appropriate baseline is performing tasks from a natural language description, as many prior zero-shot works have, and so we have moved this result to the main text, as noted above.	0.1109716774548606
Correctness of algorithm proposed is questionable [SEP] rebuttal_answer [SEP] The very strong rejection of Gaussian noise and the observations in Fig. 4 point in this direction.	0.1581348739371265
Correctness of algorithm proposed is questionable [SEP] rebuttal_answer [SEP] Indeed we have generally found CE to help the baselines in this setting.	0.2925496246670925
Correctness of algorithm proposed is questionable [SEP] rebuttal_refute-question [SEP] *Please also see reply to reviewer #2 on a similar question of evaluating against other methods*	0.3508773619358619
Correctness of algorithm proposed is questionable [SEP] rebuttal_refute-question [SEP] >> We respectfully disagree.	0.649122638064138
Correctness of algorithm proposed is questionable [SEP] rebuttal_social [SEP] [A3] We were very impressed with the mathematical detail of the reviewer’s comment and thanked you to the reviewer again. If the reviewer agrees with our argument, we will reflect the argument in our paper.	0.0991274512750463
Correctness of algorithm proposed is questionable [SEP] rebuttal_social [SEP] We hope that you will agree that, with your kind feedback, the changes above strengthen the paper's claims and clarity, and that you are willing to reconsider your assessment on these grounds.	0.1201921274650668
Correctness of algorithm proposed is questionable [SEP] rebuttal_social [SEP] We hope clarifies our unintentionally imprecise original approach.	0.1542466413058904
Correctness of algorithm proposed is questionable [SEP] rebuttal_social [SEP] Response: Thanks for pointing it out.	0.2198014506576749
Correctness of algorithm proposed is questionable [SEP] rebuttal_social [SEP] Regarding comment 2: Thanks for the comment.	0.4066323292963214
Correctness of algorithm proposed is questionable [SEP] rebuttal_structuring [SEP] The proposed method seems plausible, but some details are impressionistic and it is not clear why and whether the modeling choices do what the paper says.	0.0362423289050409
"Correctness of algorithm proposed is questionable [SEP] rebuttal_structuring [SEP] - ""I don't see a discussion about the downsides of the method"""	0.0393229085776574
Correctness of algorithm proposed is questionable [SEP] rebuttal_structuring [SEP] ** Clarification on Mathematics in Section 3.1 **	0.0430367252494965
Correctness of algorithm proposed is questionable [SEP] rebuttal_structuring [SEP] Please refer to Section 3.1 and Section 3.4 for more details.	0.047609371449088
Correctness of algorithm proposed is questionable [SEP] rebuttal_structuring [SEP] ** Addressing Technical Comments:	0.0533905157550535
Correctness of algorithm proposed is questionable [SEP] rebuttal_structuring [SEP] Please kindly refer to Appendix A for more detailed results.	0.0609541973803305
Correctness of algorithm proposed is questionable [SEP] rebuttal_structuring [SEP] You can check our updated paper with clarification and new experimental results.	0.0713164650418791
Correctness of algorithm proposed is questionable [SEP] rebuttal_structuring [SEP] Q4: Clarification of Figure-4 (Section-4.2)	0.0864713115823742
Correctness of algorithm proposed is questionable [SEP] rebuttal_structuring [SEP] Next, we address the question regarding the gradient update types.	0.1109716774548605
Correctness of algorithm proposed is questionable [SEP] rebuttal_structuring [SEP] 1. Proof or citation for the flaws of FID	0.1581348739371265
Correctness of algorithm proposed is questionable [SEP] rebuttal_structuring [SEP] Let’s consider this small graph below	0.2925496246670925
Correctness of algorithm proposed is questionable [SEP] rebuttal_by-cr [SEP] Response: Thanks for the constructive suggestion. We agree with the reviewer and will make this assumption explicit in the revised manuscript.	0.0628744420533733
Correctness of algorithm proposed is questionable [SEP] rebuttal_by-cr [SEP] We are sorry for not stating this clearly in the theorem and we have revisited the present of the theorem. We will fix this issue in the next revision.	0.0661821281315749
Correctness of algorithm proposed is questionable [SEP] rebuttal_by-cr [SEP] We will update the manuscript with these additional results and discussion and post it shortly.	0.0717816072467407
Correctness of algorithm proposed is questionable [SEP] rebuttal_by-cr [SEP] We will revise accordingly. Instead of ``immediate justification``, we believe this work does provide a first-step, formal framework towards a better theoretical understanding.	0.074608677334513
Correctness of algorithm proposed is questionable [SEP] rebuttal_by-cr [SEP] We are currently setting up experiments for detailed analysis of the respective advantages and disadvantages and will report about these results in a future paper.	0.0966678911420495
Correctness of algorithm proposed is questionable [SEP] rebuttal_by-cr [SEP] We have also updated the paper to highlight that our proposed proxy is to be understood as an initial, simple, working instance, with a lot of remaining future work that could extend and refine it.	0.1240571500284387
Correctness of algorithm proposed is questionable [SEP] rebuttal_by-cr [SEP] We will present the full experiments of semantic segmentation in the future revision.	0.1767816030392985
"Correctness of algorithm proposed is questionable [SEP] rebuttal_by-cr [SEP] The ""Structural Knowledge"" is in TabNN by default. We will clarify this in the paper."	0.3270465010240109
Correctness of algorithm proposed is questionable [SEP] rebuttal_reject-criticism [SEP] The selling point isn't the generality of the result, but rather the novelty of the approach and the potential it suggests for future work that would be more general.	0.0224028604746036
Correctness of algorithm proposed is questionable [SEP] rebuttal_reject-criticism [SEP] The simplifying assumptions, mentioned in the paper, allow us to i) formulate the tasks concretely and ii) curate the dataset and evaluate models viably.	0.0224028604746036
Correctness of algorithm proposed is questionable [SEP] rebuttal_reject-criticism [SEP] While we disagree, we did however undertake a significant effort to further clarify and provide additional evidence in the revised manuscript, taking into account these comments.	0.0224028604746036
Correctness of algorithm proposed is questionable [SEP] rebuttal_reject-criticism [SEP] We also hope our work can motivate the design of new tools/techniques tailored for this direction.	0.0249419030622368
Correctness of algorithm proposed is questionable [SEP] rebuttal_reject-criticism [SEP] However, we feel this maybe a bit harsh, as in the technical content of the paper (Abstract, Introduction, etc.), we have been very clear about the motivation and the problem setting, and do not think we did any form of false advertising.	0.0265727492540584
Correctness of algorithm proposed is questionable [SEP] rebuttal_reject-criticism [SEP] In that case, many cutting edge ideas will by necessity be excluded from the discussion, as will many research groups.	0.0312316932518316
Correctness of algorithm proposed is questionable [SEP] rebuttal_reject-criticism [SEP] We have now made this very clear in both Remarks 3.3 and 3.5.	0.0326665180146478
Correctness of algorithm proposed is questionable [SEP] rebuttal_reject-criticism [SEP] We respectfully disagree with the referee’s conclusions, and will elaborate on the above statements in the following.	0.0338864148537023
Correctness of algorithm proposed is questionable [SEP] rebuttal_reject-criticism [SEP] Providing a controlled experiment is always challenging, though the elements mentioned by the reviewer were specifically selected as to reduce various confounds.	0.0396375932366517
Correctness of algorithm proposed is questionable [SEP] rebuttal_reject-criticism [SEP] We agree that setup we selected is destined to fail, but it was done on purpose to illustrate the presence of spurious solutions.	0.0438731454791568
Correctness of algorithm proposed is questionable [SEP] rebuttal_reject-criticism [SEP] We would like to ask the reviewer what is believed to be missing from this explanation on the subsampling part of our proposed method.	0.0466257724080095
Correctness of algorithm proposed is questionable [SEP] rebuttal_reject-criticism [SEP] We show that in spite of the assumptions, our dataset presents significant challenges for current models.	0.047903625565274
Correctness of algorithm proposed is questionable [SEP] rebuttal_reject-criticism [SEP] The results are comparable but the added term in setting II shows benefits on some datasets.	0.0600173966365479
Correctness of algorithm proposed is questionable [SEP] rebuttal_reject-criticism [SEP] Next, we wonder how would the reviewer correct the confounds mentioned with regard to the clique experiment.	0.0727709831126622
Correctness of algorithm proposed is questionable [SEP] rebuttal_reject-criticism [SEP] First, we’d like to emphasize that the clique problem studied in the paper is far from being a toy problem.	0.09338919142869
Correctness of algorithm proposed is questionable [SEP] rebuttal_reject-criticism [SEP] 1- We briefly mentioned the way problem embedding with similarity metric is used in the recommendation system in this work, but here is more explanation on that.	0.133079106433532
Correctness of algorithm proposed is questionable [SEP] rebuttal_reject-criticism [SEP] In the MNIST experiments we already included Gumbel top-k sampling, but we will also add this for the other experiments in the revised manuscript.	0.2461953258391875
Correctness of algorithm proposed is questionable [SEP] rebuttal_mitigate-criticism [SEP] For this particular work, our focus is to introduce the high-level ideas/framework and offer initial evidence that it can be effective, so we do not dwell much on the technical parts of ML in our discussion due to page limits.	0.3508773619358619
Correctness of algorithm proposed is questionable [SEP] rebuttal_mitigate-criticism [SEP] In general, we agree with the reviewer’s point that hyperparameter searching can be important.	0.649122638064138
Correctness of algorithm proposed is questionable [SEP] rebuttal_future [SEP] => We agree that significant amounts of stochasticity would break the method we used in the paper, and it is an important issue to be addressed by future work.	0.0781068773141067
Correctness of algorithm proposed is questionable [SEP] rebuttal_future [SEP] We are definitely interested in studying how our approach can be applied to more complex tasks as future work.	0.0913848418340474
Correctness of algorithm proposed is questionable [SEP] rebuttal_future [SEP] We leave more comprehensive studies on diversity to future work.	0.1108039684446293
Correctness of algorithm proposed is questionable [SEP] rebuttal_future [SEP] Unfortunately we did not find enough time to implement and test this algorithm during the rebuttal stage, but we now mention this possibility as an interesting avenue for future work.	0.1421984327951226
Correctness of algorithm proposed is questionable [SEP] rebuttal_future [SEP] For these reasons (and more provided below), we thus think it more fair (and necessary) to make such experiments the subject of a future paper.	0.2026331680715508
Correctness of algorithm proposed is questionable [SEP] rebuttal_future [SEP] It is definitely a good idea to analyse the correlation between changes in classification accuracy and in FSM values, thank you. We will rigorously investigate this in future work.	0.3748727115405429
Correctness of algorithm proposed is questionable [SEP] rebuttal_done [SEP] In the latest revision, we have 5 baselines from previous research and modern variants, which further showcases the significance of our work.	0.010017689785661
Correctness of algorithm proposed is questionable [SEP] rebuttal_done [SEP] (we give related discussion in section 3.1 and add much more experimental results in Figure 5, further details please see the revised paper.)	0.0103015097726253
Correctness of algorithm proposed is questionable [SEP] rebuttal_done [SEP] We have further clarified the explanation given in the text and included another ablation experiment  (row 4 of Table 5) to confirm its usefulness.	0.0113736095365891
Correctness of algorithm proposed is questionable [SEP] rebuttal_done [SEP] In light of the reviews, in the revised version, we have expanded the appendix to give more details on the experimental protocol.	0.0117467078017389
Correctness of algorithm proposed is questionable [SEP] rebuttal_done [SEP] We have modified our text to avoid possible misunderstandings (see end of next-to-last paragraph in Section 4).	0.0117496185898352
Correctness of algorithm proposed is questionable [SEP] rebuttal_done [SEP] This is further discussed in the newly added section 6.4.	0.0118864231835581
Correctness of algorithm proposed is questionable [SEP] rebuttal_done [SEP] We have tried to revise the draft with appropriate renaming of the method to avoid potential misunderstandings.	0.0129343183566167
Correctness of algorithm proposed is questionable [SEP] rebuttal_done [SEP] We clarified this in Section 2 of the revised draft.	0.0137322011474794
Correctness of algorithm proposed is questionable [SEP] rebuttal_done [SEP] We updated section 2.3 to reflect this more clearly.	0.0139389224081312
Correctness of algorithm proposed is questionable [SEP] rebuttal_done [SEP] Thank you for this suggestion, we have now clarified this connection in Section 3.	0.0140007753794213
Correctness of algorithm proposed is questionable [SEP] rebuttal_done [SEP] Good point! We have updated this in the revised document, and we think it enhanced clarity.	0.0163095922579771
Correctness of algorithm proposed is questionable [SEP] rebuttal_done [SEP] We have also added the comment at the beginning of Section 3 of the paper.	0.0163251325105083
Correctness of algorithm proposed is questionable [SEP] rebuttal_done [SEP] (refer to section 3.3 in the revised paper.)	0.017438492339321
Correctness of algorithm proposed is questionable [SEP] rebuttal_done [SEP] We have reorganized this section, as shown in our updated paper.	0.0184303988419473
Correctness of algorithm proposed is questionable [SEP] rebuttal_done [SEP] We discuss our usage of prior knowledge in greater detail in the section titled “Prior Knowledge” in our response to Reviewer 2.	0.0186837762980108
Correctness of algorithm proposed is questionable [SEP] rebuttal_done [SEP] In page 4 in the revised version (footnote 3), we have clarified this and notified its potential for future work.	0.0193998793661481
Correctness of algorithm proposed is questionable [SEP] rebuttal_done [SEP] We have added this clarification in Section 1.1.	0.0194747977481187
Correctness of algorithm proposed is questionable [SEP] rebuttal_done [SEP] We’ve updated the paper to mention this.	0.0196646258117628
Correctness of algorithm proposed is questionable [SEP] rebuttal_done [SEP] We thank the referee for bringing the article [V] to our attention and we now have acknowledged the prior work properly in our introduction.	0.020858568684736
Correctness of algorithm proposed is questionable [SEP] rebuttal_done [SEP] Furthermore, we present an experimental investigation of these different objectives (Sec. 6.4).	0.0278256122850972
Correctness of algorithm proposed is questionable [SEP] rebuttal_done [SEP] 10. Thank you for pointing these typos out, we have addressed it in the revision.	0.029292688059769
Correctness of algorithm proposed is questionable [SEP] rebuttal_done [SEP] We added an illustrative example in the introduction to give an intuitive understanding of invariance, stability and their relationship.	0.0320950590672526
Correctness of algorithm proposed is questionable [SEP] rebuttal_done [SEP] 8. Thank you for pointing out several typos. We have fixed all of them in the revision.	0.0345198435663721
Correctness of algorithm proposed is questionable [SEP] rebuttal_done [SEP] We have fixed all the typos as suggested in the revised version.	0.0362090431724517
Correctness of algorithm proposed is questionable [SEP] rebuttal_done [SEP] We also included the suggested related work (Balduzzi et al. 2018) in Section 5.	0.0422099406641721
Correctness of algorithm proposed is questionable [SEP] rebuttal_done [SEP] In the revision, we have added more explanations on the selection of n and k in Section 2.4.	0.0442518064076293
Correctness of algorithm proposed is questionable [SEP] rebuttal_done [SEP] 2. Following your suggestions, we add a study on the diversity of agents (presented in Appendix A of the updated paper).	0.0457949366929263
Correctness of algorithm proposed is questionable [SEP] rebuttal_done [SEP] But in the revised version we have recapped the definition of Chi when introducing our method at the beginning of Section 4.	0.0568927853889977
Correctness of algorithm proposed is questionable [SEP] rebuttal_done [SEP] On reviewer’s comments, we have updated A.4., and moved the note about eps_t = O^*(1/log(n)) to the Appendix A.	0.0716503074397223
Correctness of algorithm proposed is questionable [SEP] rebuttal_done [SEP] We have added a respective proof in Appendix, Section A, where also the precise mathematical construction of the general form of Cramer-Wold metric is presented.	0.1021022184809594
Correctness of algorithm proposed is questionable [SEP] rebuttal_done [SEP] Secondly, we agree with the reviewer that comparing with the Gauss-Newton algorithm will be interesting and have updated such a comparison in Appendix B in the revised version according to the reviewer’s suggestions:	0.1888887189544625
Too strong assumptions in analysis [SEP] rebuttal_done [SEP] Concerning including more comparison and ablations in the paper, we have performed an extended analysis of our method to the baselines across many environments.	0.1975795937322861
Too strong assumptions in analysis [SEP] rebuttal_done [SEP] -> For more on this we refer to the newly added Section “Scope” in the revision.	0.2815511087403978
Too strong assumptions in analysis [SEP] rebuttal_done [SEP] In the updated draft of our paper, we have updated the rigor of the theory section: please see Section 5 and Appendix C for updated theory.	0.5208692975273159
Missing details for reproducibility of result [SEP] rebuttal_structuring [SEP] 3. Are the authors willing to release the code?	0.3508773619358619
Missing details for reproducibility of result [SEP] rebuttal_structuring [SEP] We have added an explanation of what we mean by “learning dynamics of deep learning” in the last paragraph of the first page.	0.649122638064138
Missing ablation study (how to generalize findings, what happens if some changes are done to the method, etc) [SEP] rebuttal_concede-criticism [SEP] We agree much detail on embeddings can be condensed or moved to Appendix.	0.3508773619358619
Missing ablation study (how to generalize findings, what happens if some changes are done to the method, etc) [SEP] rebuttal_concede-criticism [SEP] We included embedding details in the paper because a reviewer from the venue we previously submitted to requested these details to be in the paper.	0.649122638064138
Missing ablation study (how to generalize findings, what happens if some changes are done to the method, etc) [SEP] rebuttal_done [SEP] We haved add the above discussion to the latest version as Appendix A.9.	0.3508773619358619
Missing ablation study (how to generalize findings, what happens if some changes are done to the method, etc) [SEP] rebuttal_done [SEP] We revised the notations in the paper to make formulation clearer.	0.649122638064138
Lacking details on datasets [SEP] rebuttal_concede-criticism [SEP] We agree much detail on embeddings can be condensed or moved to Appendix.	0.3508773619358619
Lacking details on datasets [SEP] rebuttal_concede-criticism [SEP] We included embedding details in the paper because a reviewer from the venue we previously submitted to requested these details to be in the paper.	0.649122638064138
Lacking details on datasets [SEP] rebuttal_reject-request [SEP] Due to the space restriction, however, we cannot present them all in the paper.	0.3508773619358619
Lacking details on datasets [SEP] rebuttal_reject-request [SEP] Unfortunately, we cannot release the dataset, since we do not own the videos, but we will share our code.	0.649122638064138
Lacking details on datasets [SEP] rebuttal_done [SEP] We believe that, together with other architectural details present in the paper, it makes our work reproducible.	0.1975795937322861
Lacking details on datasets [SEP] rebuttal_done [SEP] We revised the notations in the paper to make formulation clearer.	0.2815511087403978
Lacking details on datasets [SEP] rebuttal_done [SEP] We have added a pseudo-code description of TTS-GAN training algorithm to the updated submission.	0.5208692975273159
Because of this concern, I believe the results in the paper can only really characterize the learning close to convergence, since the network is already able to provide correct classification. [SEP] rebuttal_done [SEP] We have already uploaded our source codes as well as the demonstration videos to the following sites.	0.3508773619358619
Because of this concern, I believe the results in the paper can only really characterize the learning close to convergence, since the network is already able to provide correct classification. [SEP] rebuttal_done [SEP] Our experimental results and statements presented in the manuscript are fully reproducible and verifiable.	0.649122638064138
Missing implementation details of related work used as baselines [SEP] rebuttal_done [SEP] In addition to implementation details, the appendix has a rather detailed table of the architecture parameters.	0.3508773619358619
Missing implementation details of related work used as baselines [SEP] rebuttal_done [SEP] In addition, we have included a brief description of the graph neural network architecture used in Paliwal et al (2019).	0.649122638064138
Lack of experimental details (no of images, sampling criteria, etc) [SEP] rebuttal_structuring [SEP] It would be nice if the authors pointed to a git repository with their code an experiments.	0.3508773619358619
Lack of experimental details (no of images, sampling criteria, etc) [SEP] rebuttal_structuring [SEP] Q4: Can the authors show concrete examples on how the attacks are generated? The details are especially unclear on LOAN.	0.649122638064138
Missing details in tables and figures (how some value as calculated in fig, some notation missing in fig, etc) [SEP] rebuttal_done [SEP] Thanks for this; we have updated the draft to make the presentation clearer.	0.3508773619358619
Missing details in tables and figures (how some value as calculated in fig, some notation missing in fig, etc) [SEP] rebuttal_done [SEP] We have modified the caption of Fig. 2 to be more specific.	0.649122638064138
Missing details on methodology (eg., use of notation, use on tasks, etc) [SEP] rebuttal_concede-criticism [SEP] Thanks for pointing out that our original introduction to the names of baselines and models is not very clear.	0.0991274512750463
